Rank,Player,Team,Position,SF,SG,PG,C,PF,id,type,action,MIN,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,%ROST,#ERROR!,tot,avg,checked
1,Nikola Jokic,Den,C,False,False,False,False,False,1,,,35.1,10.4,17.7,4.7,5.8,1.0,12.7,9.2,1.4,0.8,3.3,26.7,99.9,0.0,4862.0,63.1,False
2,Luka Doncic,Dal,PG,False,False,False,False,False,2,,,37.0,11.2,23.1,6.9,8.9,3.7,9.1,9.3,1.4,0.5,4.0,33.1,99.9,0.0,4423.0,61.4,False
3,Shai Gilgeous-Alexander,OKC,PG,False,False,False,False,False,3,,,34.8,11.2,21.1,8.1,9.3,1.4,5.6,6.8,2.0,0.9,2.3,32.0,99.9,0.0,4421.0,59.7,False
4,Victor Wembanyama,SA,C,False,False,False,False,False,4,,,33.4,9.2,18.8,4.8,5.8,2.1,12.0,4.4,1.8,4.3,4.1,25.4,99.9,0.0,4418.0,63.1,False
5,Giannis Antetokounmpo,Mil,PF,False,False,False,True,False,5,,,35.4,11.6,19.5,7.5,11.4,0.6,11.9,6.5,1.1,1.1,3.6,31.3,99.9,0.0,4076.0,58.2,False
6,Domantas Sabonis,Sac,C,False,False,False,False,True,6,,,36.1,7.7,13.0,3.7,5.2,0.4,13.6,8.0,0.9,0.6,3.3,19.6,99.9,0.0,4004.0,50.1,False
7,Tyrese Haliburton,Ind,PG,False,True,False,False,False,7,,,34.8,7.7,16.1,3.0,3.5,3.0,4.2,11.5,1.4,0.7,2.5,21.4,99.8,0.1,3770.0,53.9,False
8,Joel Embiid,Phi,C,False,False,False,False,False,8,,,34.4,11.3,21.3,10.2,11.8,1.3,11.0,5.1,1.1,1.7,3.7,34.1,99.8,0.0,3604.0,60.1,False
9,Jayson Tatum,Bos,PF,True,False,False,False,False,9,,,36.0,9.2,19.7,5.9,7.0,3.1,8.2,4.8,1.0,0.6,2.6,27.5,99.9,0.0,3590.0,47.2,False
10,Anthony Edwards,Min,SG,True,False,False,False,False,10,,,36.8,10.0,21.7,5.8,7.1,2.8,5.7,5.1,1.4,0.6,3.2,28.6,99.9,0.0,3576.0,45.8,False
11,Anthony Davis,LAL,C,False,False,False,False,True,11,,,35.9,9.6,17.2,5.7,7.0,0.4,12.7,3.4,1.2,2.3,2.1,25.2,99.9,0.0,3548.0,55.4,False
12,Jalen Brunson,NYP,G,False,False,False,False,False,12,,,35.8,10.2,21.2,5.4,6.4,2.7,3.7,6.7,0.9,0.2,2.4,28.4,99.8,0.1,3492.0,45.9,False
13,Ja Morant,Mem,PG,False,False,False,False,False,13,,,36.2,10.8,22.5,6.5,8.6,1.7,6.4,8.4,1.2,0.4,3.8,29.7,99.5,0.1,3523.0,50.3,False
14,Donovan Mitchell,Cle,SG,False,False,True,False,False,14,,,36.1,9.6,20.5,4.9,5.7,3.5,4.9,5.7,1.7,0.5,2.9,27.5,99.6,0.1,3373.0,48.2,False
15,LeBron James,LAL,SF,False,False,False,False,True,15,,,35.2,9.8,18.4,4.3,5.7,2.1,7.4,8.0,1.2,0.6,3.4,26.0,99.9,0.0,3362.0,51.7,False
16,Trae Young,Atl,PG,False,False,False,False,False,16,,,36.2,8.4,19.3,7.0,8.0,3.0,3.0,10.7,1.3,0.2,4.3,26.7,99.6,0.1,3355.0,47.9,False
17,De'Aaron Fox,Sac,PG,False,False,False,False,False,17,,,36.2,9.8,20.7,4.4,5.9,2.6,4.6,5.8,1.9,0.4,2.7,26.6,99.6,0.1,3352.0,46.6,False
18,Devin Booker,Phx,PG,False,True,False,False,False,18,,,36.6,10.0,20.3,6.3,7.1,2.4,4.6,6.5,0.9,0.4,2.7,28.6,99.8,0.0,3306.0,47.2,False
19,Scottie Barnes,Tor,SF,False,True,False,False,True,19,,,36.3,7.5,15.8,3.2,4.1,1.6,8.3,6.0,1.3,1.4,2.7,19.7,99.5,0.1,3164.0,45.2,False
20,Pascal Siakam,Ind,PF,False,False,False,False,False,20,,,34.3,8.7,16.5,3.9,5.3,1.1,7.3,4.6,0.8,0.4,1.9,22.4,98.8,0.2,3155.0,40.4,False
21,Kevin Durant,Phx,PF,False,False,False,False,False,21,,,36.5,9.8,18.8,4.8,5.6,2.2,6.5,5.0,0.9,1.2,3.2,26.7,99.9,0.0,3132.0,47.5,False
22,Karl-Anthony Towns,NY,C,False,False,False,False,True,22,,,34.9,8.3,16.4,4.5,5.2,2.3,10.7,3.5,0.8,1.2,3.1,23.4,99.2,0.3,3129.0,44.7,False
23,Tyrese Maxey,Phi,PG,False,True,False,False,False,23,,,36.6,8.8,19.4,4.4,5.1,2.9,3.6,5.9,1.0,0.4,1.6,24.9,99.5,0.1,3101.0,43.1,False
24,Damian Lillard,Mil,PG,False,False,False,False,False,24,,,35.6,7.8,18.1,6.9,7.5,3.2,4.4,7.0,0.9,0.3,2.8,25.7,99.6,0.1,3040.0,43.4,False
25,Alperen Sengun,Hou,C,False,False,False,False,False,25,,,33.7,8.0,15.0,3.8,5.5,0.5,9.8,4.9,1.2,0.9,2.8,20.4,98.2,0.3,3076.0,42.7,False
26,James Harden,LAC,PG,False,True,False,False,False,26,,,34.7,5.2,12.0,4.5,5.1,2.6,5.3,8.9,1.1,0.7,2.7,17.4,98.4,0.5,3065.0,42.6,False
27,LaMelo Ball,Cha,PG,False,False,False,False,False,27,,,34.3,8.0,18.8,3.4,3.9,3.3,6.5,8.2,1.7,0.3,3.6,22.7,98.0,0.7,3065.0,46.4,False
28,Cade Cunningham,Det,PG,False,True,False,False,False,28,,,34.9,9.1,19.9,3.9,4.4,2.3,5.2,7.8,1.0,0.4,3.6,24.4,97.5,0.8,3053.0,43.6,False
29,DeMar DeRozan,Sac,SF,False,False,False,False,True,29,,,33.6,8.2,16.6,6.0,6.9,0.7,4.2,4.7,1.0,0.4,1.8,23.1,99.1,0.0,2952.0,38.3,False
30,Paolo Banchero,Orl,PF,True,False,False,False,False,30,,,35.9,8.5,18.7,5.8,7.9,1.7,7.1,5.3,0.9,0.8,3.1,24.6,99.7,0.0,3105.0,40.9,False
31,Nikola Vucevic,Chi,C,False,False,False,False,False,31,,,34.1,7.6,15.5,1.4,1.7,1.3,10.7,3.3,0.7,0.8,1.6,17.9,95.9,0.2,3013.0,38.6,False
32,Chet Holmgren,OKC,C,False,False,False,False,False,32,,,31.1,6.5,12.3,2.8,3.5,1.7,8.4,2.6,0.7,2.4,1.7,17.5,99.3,0.0,3005.0,41.7,False
33,Dejounte Murray,NOS,G,False,False,True,False,False,33,,,33.6,7.6,16.6,2.1,2.6,2.1,5.2,6.2,1.4,0.3,2.4,19.4,98.6,0.0,2981.0,39.2,False
34,Bam Adebayo,Mia,C,False,False,False,False,False,34,,,34.9,7.8,14.7,4.3,5.6,0.2,10.4,3.8,1.2,1.2,2.4,20.0,99.2,0.0,3054.0,42.4,False
35,Jalen Green,Hou,SG,False,False,False,False,False,35,,,34.0,8.7,19.4,4.2,5.1,3.1,5.0,3.7,0.8,0.5,2.5,24.7,98.0,0.2,2957.0,37.4,False
36,Kyrie Irving,Dal,PG,False,True,False,False,False,36,,,34.5,9.5,19.2,3.3,3.6,2.9,4.9,5.1,1.2,0.5,1.8,25.2,99.5,0.0,2943.0,46.0,False
37,Stephen Curry,GSP,G,False,False,False,False,False,37,,,32.4,8.7,19.1,4.1,4.4,4.7,4.7,5.3,0.8,0.4,2.9,26.2,99.8,0.0,3108.0,43.2,False
38,Zion Williamson,NOP,F,False,False,False,False,False,38,,,33.7,10.3,17.8,5.8,8.2,0.3,6.3,5.3,1.2,0.7,3.0,26.6,98.3,0.5,2923.0,45.7,False
39,Jaylen Brown,Bos,SF,False,True,False,False,False,39,,,34.0,9.2,18.5,3.2,4.5,2.2,5.8,3.5,1.2,0.5,2.5,23.8,99.6,0.1,2897.0,39.1,False
40,Desmond Bane,Mem,SG,True,False,False,False,False,40,,,34.9,8.6,18.3,3.2,3.7,3.3,4.8,5.1,1.1,0.5,2.5,23.7,95.9,0.7,2879.0,41.7,False
41,Lauri Markkanen,Utah,PF,True,False,False,False,False,41,,,34.1,8.0,16.6,4.7,5.2,3.2,8.3,2.0,0.9,0.5,1.5,23.8,97.4,0.6,2855.0,40.8,False
42,Jalen Williams,OKC,PF,False,False,False,False,False,42,,,33.2,7.6,14.2,2.6,3.2,1.5,4.3,4.6,1.3,0.8,1.8,19.3,95.9,0.5,2850.0,39.6,False
43,Kawhi Leonard,LAC,SF,False,False,False,False,True,43,,,33.3,8.7,16.6,3.9,4.4,2.0,6.1,3.6,1.5,0.8,1.7,23.2,98.3,0.0,2848.0,44.5,False
44,Jamal Murray,Den,PG,False,False,False,False,False,44,,,32.3,7.9,16.7,2.7,3.2,2.5,4.1,6.5,1.0,0.5,2.2,21.0,97.6,0.1,2824.0,40.9,False
45,Coby White,Chi,PG,False,True,False,False,False,45,,,36.7,7.7,17.2,3.0,3.6,2.7,4.5,5.1,0.7,0.2,2.1,21.1,86.1,3.5,2799.0,35.4,False
46,Rudy Gobert,Min,C,False,False,False,False,False,46,,,33.2,5.3,8.0,3.4,5.2,0.0,12.8,1.3,0.7,2.0,1.6,14.0,91.5,2.2,2798.0,37.8,False
47,Mikal Bridges,NYS,F,False,True,False,False,False,47,,,35.1,6.5,14.0,2.9,3.4,2.1,4.4,3.1,1.1,0.8,1.5,18.1,94.3,1.1,2784.0,34.0,False
48,Miles Bridges,Cha,SF,False,False,False,False,True,48,,,36.8,7.9,16.8,2.8,3.4,2.2,7.2,3.5,0.9,0.6,2.0,20.8,86.6,3.3,2778.0,37.5,False
49,Julius Randle,Min,PF,False,False,False,False,False,49,,,35.8,8.1,18.2,4.9,6.4,2.1,9.8,4.8,0.7,0.6,3.2,23.3,87.6,2.6,2764.0,40.1,False
50,D'Angelo Russell,LAL,PG,False,True,False,False,False,50,,,33.4,6.5,14.4,2.2,2.7,3.0,3.2,6.5,0.9,0.3,2.2,18.3,88.4,1.9,2713.0,36.2,False
51,Jalen Johnson,Atl,PF,False,False,False,False,False,51,,,34.9,6.6,12.9,2.0,2.7,1.3,9.0,3.7,1.2,0.9,1.8,16.4,75.8,8.4,2692.0,38.5,False
52,Paul George,Phi,SF,False,False,False,False,True,52,,,33.1,7.7,16.6,3.7,4.1,3.1,5.3,3.8,1.5,0.5,2.3,22.2,97.9,-0.1,2690.0,40.1,False
53,Jonas Valanciunas,Wsh,C,False,False,False,False,False,53,,,27.2,5.8,10.3,2.3,2.9,0.5,10.2,2.4,0.5,0.9,1.6,14.3,79.6,2.3,2663.0,32.9,False
54,Immanuel Quickley,Tor,PG,False,True,False,False,False,54,,,35.1,6.7,15.5,3.6,4.2,3.0,4.6,5.6,0.9,0.2,1.8,20.0,82.8,1.2,2651.0,36.8,False
55,Myles Turner,Ind,C,False,False,False,False,False,55,,,28.1,6.4,12.1,3.3,4.2,1.6,7.2,1.3,0.5,2.0,1.5,17.6,84.8,1.7,2637.0,35.6,False
56,Franz Wagner,Orl,SF,False,False,False,False,True,56,,,33.7,7.5,15.6,3.8,4.5,1.4,5.4,3.8,1.1,0.6,2.0,20.2,90.8,-0.4,2636.0,36.1,False
57,Kyle Kuzma,Wsh,PF,True,False,False,False,False,57,,,33.4,8.7,18.9,2.7,3.5,2.2,6.9,4.3,0.5,0.7,2.8,22.4,84.8,1.6,2631.0,37.1,False
58,Nic Claxton,Bkn,C,False,False,False,False,False,58,,,30.9,5.4,8.4,1.7,3.0,0.0,10.1,2.1,0.7,2.1,1.3,12.5,82.8,0.2,2628.0,36.5,False
59,Fred VanVleet,Hou,PG,False,False,False,False,False,59,,,32.9,5.4,13.1,2.6,3.0,2.8,3.5,6.9,1.3,0.4,1.7,16.1,83.9,1.2,2610.0,36.8,False
60,Jarrett Allen,Cle,C,False,False,False,False,False,60,,,32.5,6.2,9.6,2.6,3.6,0.0,10.1,1.9,0.8,1.2,1.5,15.0,83.8,1.4,2609.0,35.7,False
61,Anfernee Simons,Por,SG,False,False,True,False,False,61,,,35.2,9.1,20.3,3.9,4.3,3.6,3.6,5.5,0.5,0.1,2.7,25.8,80.8,2.7,2589.0,38.6,False
62,Jimmy Butler,Mia,SF,False,True,False,False,True,62,,,33.5,6.7,13.3,6.7,7.8,0.8,5.4,5.0,1.4,0.3,1.7,21.0,92.9,1.4,2579.0,39.7,False
63,Cam Thomas,Bkn,SG,False,False,False,False,False,63,,,34.0,9.3,20.6,5.6,6.5,2.6,3.5,3.1,0.7,0.3,2.0,26.9,83.8,1.5,2578.0,36.3,False
64,Evan Mobley,Cle,PF,False,False,False,True,False,64,,,32.0,6.4,11.4,2.5,3.6,0.4,9.1,3.0,0.9,1.5,1.8,15.7,91.5,-1.2,2551.0,37.5,False
65,Darius Garland,Cle,PG,False,False,False,False,False,65,,,34.1,7.0,15.4,3.0,3.5,2.4,2.7,7.1,1.3,0.1,3.1,19.3,85.4,0.5,2548.0,35.9,False
66,Daniel Gafford,Dal,C,False,False,False,False,False,66,,,25.4,4.8,6.7,1.8,2.6,0.0,7.6,1.5,0.8,2.0,1.1,11.4,63.6,9.0,2523.0,33.2,False
67,Jrue Holiday,Bos,PG,False,True,False,False,False,67,,,33.1,5.6,11.5,1.3,1.5,2.1,5.3,5.6,1.0,0.7,2.1,14.4,87.3,1.5,2518.0,35.0,False
68,Derrick White,Bos,SG,False,False,True,False,False,68,,,31.3,5.0,10.9,2.0,2.2,2.4,4.0,4.9,0.9,0.9,1.5,14.3,87.7,0.4,2515.0,33.5,False
69,Austin Reaves,LAL,SG,True,False,False,False,False,69,,,33.9,5.7,11.7,3.1,3.6,1.9,4.4,5.5,0.8,0.3,2.2,16.4,87.2,0.2,2507.0,33.0,False
70,CJ McCollum,NOS,G,False,False,True,False,False,70,,,31.4,7.1,15.6,1.8,2.3,3.2,4.1,4.6,0.9,0.5,1.8,19.2,83.5,0.5,2502.0,35.7,False
71,Jaren Jackson Jr.,Mem,C,False,False,False,False,True,71,,,30.9,7.3,16.2,4.7,5.8,1.7,5.8,1.9,1.1,1.9,2.2,21.0,88.9,-0.5,2495.0,37.2,False
72,Zach LaVine,Chi,SG,True,False,False,False,False,72,,,35.6,8.5,17.8,4.7,5.5,2.7,4.6,4.4,0.8,0.3,2.5,24.4,85.7,0.8,2492.0,38.3,False
73,Devin Vassell,SAS,G,True,False,False,False,False,73,,,33.5,7.4,15.7,2.4,3.0,2.5,3.9,4.1,1.1,0.4,1.6,19.6,77.6,-0.3,2480.0,35.4,False
74,Brandon Miller,Cha,SF,False,True,False,False,False,74,,,34.0,7.8,17.2,2.4,2.9,3.2,4.5,2.5,0.9,0.6,1.9,21.2,83.4,1.0,2477.0,33.9,False
75,Brandon Ingram,NOS,F,False,False,False,False,False,75,,,32.8,7.9,16.3,4.1,5.0,1.3,5.1,5.6,0.7,0.6,2.6,21.3,88.6,-1.5,2445.0,37.6,False
76,Josh Giddey,Chi,SG,True,False,False,False,False,76,,,28.9,5.9,12.4,1.3,1.7,1.1,7.3,5.6,0.7,0.5,2.5,14.2,84.6,0.0,2442.0,32.6,False
77,Buddy Hield,GSS,G,True,False,False,False,False,77,,,30.1,5.3,12.2,1.0,1.1,3.2,4.0,3.1,1.0,0.5,1.5,14.8,63.9,9.0,2420.0,29.5,False
78,Michael Porter Jr.,Den,SF,False,False,False,False,False,78,,,32.3,7.1,14.6,1.7,2.1,3.1,6.9,1.5,0.6,0.6,1.2,19.0,80.2,0.5,2388.0,33.6,False
79,Jalen Duren,Det,C,False,False,False,False,False,79,,,30.7,5.6,9.0,2.3,3.1,0.0,11.9,2.2,0.6,0.9,2.1,13.6,76.3,1.0,2388.0,33.2,False
80,Kristaps Porzingis,Bos,C,False,False,False,False,True,80,,,30.3,7.0,13.9,4.8,5.6,1.9,7.5,2.2,0.8,1.8,1.7,20.8,86.0,-1.6,2374.0,40.9,False
81,Bradley Beal,Phx,SF,False,True,False,False,False,81,,,33.6,7.6,15.0,2.6,3.1,1.8,4.3,5.2,1.0,0.5,2.6,19.5,78.7,1.2,2371.0,36.5,False
82,Collin Sexton,Utah,SG,False,False,True,False,False,82,,,27.3,6.6,13.6,4.2,4.9,1.6,2.7,5.0,0.8,0.2,2.2,19.1,74.0,1.9,2371.0,32.0,False
83,Tyler Herro,Mia,SG,False,False,True,False,False,83,,,33.8,7.6,17.2,2.5,2.8,3.1,5.3,4.3,0.7,0.1,2.3,20.7,80.3,0.0,2371.0,33.9,False
84,Tobias Harris,Det,PF,True,False,False,False,False,84,,,32.9,6.3,12.8,2.4,2.7,1.3,6.2,2.9,0.9,0.6,1.3,16.2,77.1,-0.5,2364.0,32.4,False
85,Terry Rozier,Mia,PG,False,True,False,False,False,85,,,30.8,6.7,15.3,2.5,2.9,2.3,3.7,4.9,1.0,0.3,1.6,18.2,74.1,0.8,2353.0,33.6,False
86,Bogdan Bogdanovic,Atl,SG,True,False,False,False,False,86,,,31.8,6.2,14.3,1.9,2.1,3.1,3.6,3.3,1.2,0.3,1.4,17.4,73.2,1.2,2347.0,31.7,False
87,Klay Thompson,Dal,SG,True,False,False,False,False,87,,,33.1,7.2,16.6,1.8,2.0,3.9,3.7,2.5,0.7,0.5,1.7,20.2,79.3,2.2,2326.0,31.9,False
88,Russell Westbrook,Den,PG,False,False,False,False,False,88,,,28.3,5.6,12.6,2.3,3.4,0.9,6.1,6.1,1.2,0.4,2.9,14.5,62.0,7.2,2323.0,31.8,False
89,Grayson Allen,Phx,SG,False,False,True,False,False,89,,,34.1,4.6,9.4,1.8,2.0,2.8,4.0,2.9,1.0,0.5,1.2,13.6,44.3,10.9,2166.0,29.3,False
90,Amen Thompson,Hou,SF,False,False,False,False,True,90,,,28.1,4.8,9.0,2.2,3.1,0.4,8.3,3.3,1.6,0.8,1.8,12.1,75.6,1.3,2308.0,33.0,False
91,Jusuf Nurkic,Phx,C,False,False,False,False,False,91,,,27.9,4.6,8.9,2.4,3.7,0.4,10.9,3.8,1.1,1.0,2.4,12.0,72.6,-0.7,2305.0,33.4,False
92,Trayce Jackson-Davis,GSP,F,False,False,False,True,False,92,,,24.7,5.2,7.2,1.7,2.9,0.0,7.4,1.8,0.6,1.7,1.1,12.0,47.3,11.2,2298.0,31.9,False
93,Keegan Murray,Sac,PF,True,False,False,False,False,93,,,33.2,5.4,12.0,1.2,1.5,2.5,5.3,1.6,1.0,0.7,0.8,14.6,81.4,-1.8,2298.0,29.5,False
94,Isaiah Hartenstein,OKC,C,False,False,False,False,False,94,,,27.4,3.4,5.5,1.5,2.1,0.1,8.9,2.6,1.2,1.2,1.3,8.4,54.7,8.7,2296.0,30.2,False
95,Josh Hart,NYS,F,False,True,False,False,False,95,,,34.1,3.9,8.5,1.4,1.8,1.0,8.4,4.1,1.0,0.6,1.6,10.1,70.0,4.5,2293.0,29.8,False
96,Brook Lopez,Mil,C,False,False,False,False,False,96,,,29.7,4.9,9.8,1.5,1.8,1.8,5.4,1.5,0.5,2.3,1.1,13.0,73.2,-0.2,2289.0,31.8,False
97,Mark Williams,Cha,C,False,False,False,False,False,97,,,28.9,5.6,8.6,2.6,3.6,0.0,10.5,1.2,0.9,1.2,1.0,13.7,59.3,-0.3,2273.0,34.4,False
98,RJ Barrett,Tor,SF,False,True,False,False,False,98,,,34.2,7.9,16.4,3.9,5.4,1.7,5.8,3.4,0.6,0.4,2.3,21.4,76.2,-0.6,2271.0,32.9,False
99,Bobby Portis,Mil,PF,False,False,False,False,False,99,,,26.0,5.9,11.7,1.3,1.6,1.4,8.2,1.3,0.8,0.4,1.2,14.4,67.0,-0.1,2266.0,28.7,False
100,Clint Capela,Atl,C,False,False,False,False,False,100,,,25.4,4.8,8.2,1.5,2.5,0.0,10.5,1.1,0.6,1.4,0.9,11.2,68.2,-1.2,2263.0,30.6,False
101,Jakob Poeltl,Tor,C,False,False,False,False,False,101,,,27.4,5.3,8.1,1.3,2.3,0.0,9.0,2.7,0.7,1.5,1.6,11.8,65.0,-1.5,2257.0,33.2,False
102,Jaime Jaquez Jr.,Mia,SF,False,True,False,False,False,102,,,32.0,5.9,12.0,2.7,3.3,1.3,4.3,3.0,1.2,0.6,1.7,15.8,46.3,10.7,2254.0,30.5,False
103,Jonathan Kuminga,GSP,F,False,False,False,False,False,103,,,29.6,6.6,12.6,3.1,4.3,0.9,5.3,2.4,0.8,0.8,1.9,17.3,75.4,0.3,2254.0,30.5,False
104,Malcolm Brogdon,Wsh,PG,False,True,False,False,False,104,,,31.9,6.4,13.9,3.1,3.6,2.2,4.8,5.3,0.8,0.3,1.8,18.0,55.9,0.0,2252.0,34.6,False
105,Aaron Gordon,Den,PF,False,False,False,False,False,105,,,31.2,5.6,10.2,2.5,3.8,0.7,6.4,3.3,0.8,0.6,1.5,14.4,70.6,-2.6,2252.0,30.4,False
106,Deni Avdija,Por,SF,False,False,False,False,True,106,,,29.7,5.2,10.4,2.6,3.5,1.1,7.1,3.7,0.8,0.5,2.1,14.1,56.1,4.8,2240.0,29.9,False
107,Naz Reid,Min,C,False,False,False,False,True,107,,,25.7,5.4,11.2,1.5,2.1,2.1,5.8,1.4,0.8,1.0,1.5,14.5,71.4,3.2,2216.0,28.4,False
108,Dennis Schroder,Bkn,PG,False,False,False,False,False,108,,,31.3,5.0,11.5,2.4,2.9,1.6,3.0,5.8,0.8,0.2,1.9,14.0,47.9,4.9,2211.0,28.3,False
109,Jabari Smith Jr.,Hou,PF,False,False,False,True,False,109,,,32.7,5.0,11.4,2.1,2.6,1.8,8.1,1.5,0.7,0.9,1.3,13.9,73.9,-2.0,2210.0,28.7,False
110,P.J. Washington,Dal,PF,False,False,False,False,False,110,,,33.3,5.3,12.2,1.5,2.2,2.0,6.1,2.2,1.1,0.9,1.5,14.2,46.9,5.9,2181.0,29.5,False
111,Tyus Jones,Phx,PG,False,False,False,False,False,111,,,27.3,4.6,9.6,0.6,0.8,1.5,2.6,6.6,1.0,0.2,0.9,11.3,63.9,-2.4,2168.0,31.0,False
112,Donte DiVincenzo,Min,SG,False,False,False,False,False,112,,,30.2,5.3,12.0,1.1,1.4,3.3,4.1,3.0,1.4,0.4,1.5,15.0,66.4,5.6,2311.0,30.8,False
113,Reed Sheppard,Hou,SG,False,False,False,False,False,113,,,28.6,5.1,11.1,2.5,2.9,2.1,3.2,4.6,1.1,0.5,1.8,14.8,45.8,9.1,2154.0,30.8,False
114,Walker Kessler,Utah,C,False,False,False,False,False,114,,,24.5,3.9,5.8,1.0,1.8,0.0,8.3,1.0,0.5,2.5,1.0,8.9,65.3,-4.3,2133.0,30.5,False
115,Caris LeVert,Cle,SG,True,False,False,False,False,115,,,29.3,5.1,11.9,2.2,2.9,1.6,4.0,4.8,1.1,0.5,1.7,13.9,50.5,2.5,2130.0,29.6,False
116,Mike Conley,Min,PG,False,False,False,False,False,116,,,27.2,3.7,8.3,1.4,1.6,2.1,2.7,5.6,1.1,0.2,1.3,11.0,50.1,1.7,2116.0,28.6,False
117,Jaden Ivey,Det,SG,False,False,False,False,False,117,,,31.8,5.9,13.8,3.4,4.5,1.7,3.8,4.6,0.8,0.5,2.9,16.8,48.6,3.8,2112.0,27.8,False
118,John Collins,Utah,PF,False,False,False,False,False,118,,,28.2,5.8,10.9,2.1,2.7,1.2,8.3,1.2,0.6,0.9,1.4,14.9,59.7,-2.8,2111.0,30.2,False
119,Jordan Poole,Wsh,SG,False,False,True,False,False,119,,,27.8,5.8,14.0,2.5,2.8,2.2,2.5,4.1,1.0,0.3,2.3,16.3,73.1,0.0,2109.0,27.0,False
120,Khris Middleton,Mil,SF,False,False,False,False,False,120,,,29.0,6.2,13.0,2.3,2.7,1.9,5.0,5.6,1.0,0.3,2.5,16.6,67.0,-3.5,2105.0,34.0,False
121,Jerami Grant,Por,PF,False,False,False,False,False,121,,,33.5,6.9,15.1,4.6,5.6,2.1,3.7,2.6,0.8,0.7,2.0,20.4,62.5,-1.1,2102.0,30.9,False
122,Brandin Podziemski,GSS,G,False,False,False,False,False,122,,,29.3,4.1,8.9,0.8,1.2,1.4,6.4,4.1,0.9,0.4,1.3,10.5,29.7,7.2,2102.0,28.0,False
123,Deandre Ayton,Por,C,False,False,False,False,False,123,,,28.8,7.1,12.2,1.3,1.7,0.0,9.8,1.5,0.8,0.7,1.6,15.5,72.0,-4.2,2099.0,32.8,False
124,Ausar Thompson,Det,SF,False,False,False,False,True,124,,,29.5,4.4,8.9,1.4,2.2,0.4,7.5,2.2,1.3,1.1,1.6,10.6,48.0,-2.9,2079.0,28.5,False
125,Zach Edey,Mem,C,False,False,False,False,False,125,,,25.9,6.1,10.9,2.2,3.1,0.0,6.7,1.1,0.7,1.6,1.6,14.4,46.3,10.0,2079.0,29.7,False
126,Draymond Green,GSP,F,False,False,False,True,False,126,,,27.5,3.3,6.4,1.0,1.4,0.8,7.0,6.1,1.0,0.8,2.5,8.3,60.0,-3.0,2046.0,30.1,False
127,Stephon Castle,SAP,G,False,False,False,False,False,127,,,28.9,5.5,11.9,2.8,3.7,1.1,3.1,3.7,1.4,0.8,2.1,14.9,27.7,8.0,2045.0,29.2,False
128,Ayo Dosunmu,Chi,SG,False,False,False,False,False,128,,,31.3,4.8,9.6,1.1,1.4,1.5,3.1,3.4,0.9,0.6,1.5,12.2,29.4,-4.1,2024.0,26.3,False
129,OG Anunoby,NYS,F,False,False,False,False,True,129,,,33.6,5.6,11.5,1.4,1.8,2.0,4.2,2.1,1.4,0.7,1.6,14.6,64.8,-0.6,1943.0,29.4,False
130,Malik Monk,Sac,SG,True,False,False,False,False,130,,,25.1,5.2,11.7,2.2,2.6,2.0,2.9,4.6,0.6,0.5,2.0,14.6,38.5,0.7,2010.0,27.5,False
131,Ivica Zubac,LAC,C,False,False,False,False,False,131,,,26.7,4.8,7.4,1.9,2.6,0.0,9.3,1.3,0.3,1.2,1.2,11.4,36.1,-5.1,2008.0,28.3,False
132,Keldon Johnson,SAS,F,False,False,False,False,False,132,,,29.8,5.8,12.8,2.6,3.3,1.9,5.5,2.8,0.7,0.4,1.5,16.1,37.3,-8.0,2002.0,28.6,False
133,Donovan Clingan,Por,C,False,False,False,False,False,133,,,22.8,4.3,7.7,1.2,1.8,0.2,5.7,1.9,0.6,2.2,1.4,10.0,13.4,2.5,1984.0,28.3,False
134,Kelly Oubre Jr.,Phi,SF,False,True,False,False,False,134,,,30.8,5.9,13.3,2.6,3.5,1.6,5.1,1.5,1.2,0.7,1.3,15.9,27.6,0.0,1973.0,28.2,False
135,Herbert Jones,NOS,F,False,False,False,False,True,135,,,30.3,3.8,7.7,1.8,2.1,1.3,3.7,2.5,1.4,0.8,1.2,10.7,21.6,1.0,1971.0,26.6,False
136,Dereck Lively II,Dal,C,False,False,False,False,False,136,,,25.8,4.3,5.9,0.9,1.6,0.0,7.5,1.2,0.7,1.5,1.0,9.4,27.7,1.1,1964.0,28.1,False
137,Kelly Olynyk,Tor,C,False,False,False,False,True,137,,,23.0,3.6,6.6,2.0,2.4,0.8,5.3,4.3,0.9,0.4,2.0,10.0,7.9,1.3,1963.0,26.2,False
138,Cameron Johnson,Bkn,SF,False,False,False,False,True,138,,,30.5,5.3,11.7,1.8,2.2,2.7,4.8,2.4,1.0,0.3,1.0,15.0,29.8,-4.4,1962.0,28.9,False
139,Scoot Henderson,Por,PG,False,False,False,False,False,139,,,31.8,6.2,15.3,3.4,4.1,1.7,3.5,6.1,0.9,0.2,3.8,17.4,56.1,-2.4,1957.0,28.0,False
140,Jeremy Sochan,SAP,F,False,False,False,False,False,140,,,31.9,5.1,11.5,1.6,2.2,0.9,6.8,3.5,0.9,0.6,2.1,12.8,7.8,2.2,1950.0,27.5,False
141,Trey Murphy III,NOS,F,False,True,False,False,False,141,,,28.5,4.6,10.1,2.0,2.4,2.7,4.3,1.8,0.9,0.5,0.6,13.8,32.3,-8.8,1916.0,27.4,False
